meter_id,avg_daily_usage,std_daily_usage,avg_daily_peak,pct_night_usage,ratio_weekday_weekend,mean_hourly_usage,cov_hourly,total_usage
meter_000,353.07617605682196,64.76137840827886,28.251341716978597,0.17347481304305676,2.763274148156579,14.711507335700912,0.6024277509191963,10592.285281704657
meter_001,252.53717085785104,48.056943680326974,20.472426330061932,0.17046470527673752,3.080253463111943,10.522382119077129,0.6275123218468285,7576.115125735532
meter_002,324.2512354816652,63.88629277543449,25.291868406263085,0.1743268711165112,3.0422266950564008,13.510468145069384,0.5807431529230797,9727.537064449956
meter_003,156.11833649099847,36.55486679790182,12.17576577784039,0.1726185889819512,2.9700485106316172,6.5049306871249355,0.6191619335068449,4683.550094729953
meter_004,471.03798269694596,101.53408537258994,36.79209473052052,0.1684298665467902,2.5361888891920894,19.62658261237275,0.6020979669325103,14131.13948090838
meter_005,135.90117981841206,25.201244540574574,11.347181019447287,0.16181053257272324,3.0714921772198065,5.662549159100503,0.6702449474662645,4077.035394552362
meter_006,399.19632901835644,100.79613219680628,32.2932216893798,0.16165757444933904,2.3032392613683133,16.633180375764855,0.6242578602852339,11975.889870550694
meter_007,346.1476398465568,86.85882653892037,28.16089461369019,0.16418096049107123,2.7924742374024354,14.422818326939872,0.6655384200994883,10384.429195396708
meter_008,252.95824479713275,69.41184143237332,21.254409400336822,0.16667974035219013,2.5796959728488917,10.539926866547196,0.709248545948651,7588.747343913981
meter_009,758.9797476560378,147.98297063223833,64.80404012999135,0.17062067627184105,3.143462668332192,31.624156152334916,0.6771047207656123,22769.39242968114
meter_010,82.84288846922723,16.84178171009215,6.546324949189981,0.1719680467172439,2.688743214576892,3.4517870195511344,0.5879421402261952,2485.286654076817
meter_011,297.8797677431511,71.54480248096331,25.512705027672673,0.17013350962328566,2.343114100327899,12.411656989297962,0.6752040532055844,8936.393032294533
meter_012,385.2233676039447,84.01822723701352,32.50825651905243,0.17097982655564578,2.943524437710884,16.050973650164362,0.7029333974753885,11556.701028118341
meter_013,269.04535978073653,39.98855159205396,21.7127839418554,0.17775412220974937,2.702880501292308,11.210223324197358,0.5919062311743942,8071.360793422098
meter_014,486.18912607020775,136.9950548339391,38.67911948444887,0.16972394387366813,3.1230893177472128,20.257880252925325,0.6915267436620346,14585.673782106234
meter_015,100.44793405486368,22.63504099885065,7.820213783974611,0.1688483737969873,2.4563674266126045,4.18533058561932,0.596874089889091,3013.4380216459103
meter_016,309.04227728011745,75.62812462657097,27.06079255741137,0.1822150273023323,2.3241852239453777,12.876761553338229,0.7212923359147421,9271.268318403525
meter_017,476.8038620663743,118.39658282785672,40.014259757586316,0.1739725521511448,2.6582862455015444,19.86682758609893,0.6705146392437239,14304.115861991228
meter_018,222.60834429077093,49.35865286271918,18.058006659500947,0.1793963494088071,2.5494557251038557,9.27534767878212,0.6276652936055214,6678.250328723127
meter_019,350.09047908412924,66.69165074536411,31.212610428485057,0.15604779811927494,2.656215834839644,14.587103295172051,0.725027970716691,10502.714372523877
meter_020,104.49610022092536,23.815123086409493,8.380533779217384,0.17061430190876836,2.7959329916633213,4.354004175871889,0.6144539105363701,3134.8830066277606
meter_021,209.3284517495987,55.97114980995832,17.054221799084125,0.17050426920245107,2.8416849163522784,8.722018822899948,0.6714564647380817,6279.853552487963
meter_022,274.6071556844752,47.356779868759084,22.021413232756856,0.1715109584308022,2.768475964985851,11.441964820186467,0.5826751501988022,8238.214670534257
meter_023,94.32565362779904,21.043200110400278,8.136608249661926,0.1728732304365666,3.1389458082166457,3.930235567824959,0.6849547528380929,2829.769608833971
meter_024,176.96746184896818,50.79906619394367,14.308672187569668,0.1671989275435514,2.6107680772144626,7.373644243707008,0.6884331724632294,5309.023855469046
meter_025,202.88547477147094,39.00557558356109,15.600140964865208,0.16676911092270857,3.4044209652039923,8.45356144881129,0.5761772901698697,6086.564243144128
meter_026,342.4845558506229,71.05974666551427,24.285752757224607,0.18376876407564444,2.4188705074170245,14.270189827109286,0.5017988514180585,10274.536675518686
meter_027,545.4068149092556,104.99646789399729,46.132845000129954,0.1656889292623422,2.415044620210495,22.725283954552314,0.6602517553981145,16362.204447277665
